importance,name
1,user_occupation_id_shop_star_level_min
1,user_occupation_id_item_pv_level_mean
1,user_gender_id_shop_review_num_level_std
1,item_collected_level_shop_score_service_std
1,item_sales_level_shop_review_num_level_max
1,user_occupation_id_item_collected_level_skew
1,user_occupation_id_shop_star_level_mean
1,shop_star_level
1,item_pv_level_shop_star_level_median
1,item_brand_id_user_star_level_min
1,user_star_level_item_pv_level_median
1,shop_review_num_level_item_collected_level_median
1,item_city_id_shop_score_description_max
1,user_age_level_item_sales_level_median
1,shop_star_level_item_sales_level_min
1,item_city_id_context_page_id_max
1,user_age_level_shop_id_cnt
1,user_age_level_item_city_id_cnt
1,item_price_level_context_page_id_std
1,item_city_id_user_age_level_median
1,shop_review_num_level_item_collected_level_mean
1,user_gender_id_shop_id_cnt
1,item_id_shop_star_level_min
1,item_id_shop_star_level_median
1,item_price_level_shop_review_num_level_max
1,item_price_level_shop_score_delivery_std
1,user_gender_id_item_brand_id_cnt
1,user_age_level_shop_score_description_mean
1,user_age_level_shop_score_description_median
1,item_sales_level_user_star_level_max
1,item_price_level_shop_score_description_median
1,user_gender_id_item_id_cnt
1,shop_star_level_item_pv_level_median
1,user_occupation_id_item_brand_id_cnt
1,user_age_level_shop_score_delivery_mean
1,item_price_level_shop_score_delivery_mean
0,user_gender_id_shop_score_service_std
0,item_category_1_shop_star_level_median
0,user_occupation_id_context_page_id_median
0,user_gender_id_shop_score_service_min
0,item_category_1_shop_score_service_max
0,item_category_1_context_page_id_max
0,user_gender_id_shop_score_service_mean
0,user_gender_id_shop_score_delivery_max
0,user_gender_id_shop_score_service_max
0,item_category_1_shop_review_num_level_min
0,user_star_level_item_collected_level_min
0,item_price_level_item_id_cnt
0,user_star_level_item_collected_level_max
0,item_category_1_shop_review_num_level_median
0,user_gender_id_shop_score_service_median
0,user_star_level_item_collected_level_median
0,item_category_1_shop_review_positive_rate_max
0,user_gender_id_shop_score_service_skew
0,item_category_1_shop_star_level_min
0,user_id_item_brand_id_1
0,user_star_level_shop_score_delivery_median
0,user_star_level_context_page_id_max
0,user_occupation_id_context_page_id_mean
0,item_pv_level_shop_star_level_std
0,user_occupation_id_context_page_id_skew
0,user_gender_id_user_id_cnt
0,user_star_level_item_property_cnt
0,user_star_level_item_category_1_cnt
0,item_pv_level_shop_score_service_max
0,user_occupation_id_context_page_id_max
0,user_star_level_item_price_level_median
0,user_occupation_id
0,user_star_level_context_page_id_median
0,user_gender_id_item_price_level_median
0,item_category_1_shop_score_delivery_max
0,user_gender_id_item_price_level_min
0,user_star_level_context_page_id_min
0,user_occupation_id_shop_score_delivery_median
0,user_star_level_shop_score_description_max
0,user_star_level_item_sales_level_max
0,user_occupation_id_context_page_id_std
0,item_pv_level_shop_score_description_std
0,item_pv_level_shop_score_description_max
0,user_star_level_item_sales_level_min
0,item_category_1_shop_score_description_max
0,user_occupation_id_context_page_id_min
0,user_gender_id_shop_star_level_skew
0,user_gender_id_shop_star_level_max
0,user_gender_id_shop_star_level_median
0,item_category_1_context_page_id_median
0,user_occupation_id_shop_score_description_skew
0,user_star_level_shop_score_delivery_max
0,user_star_level_shop_score_delivery_mean
0,user_occupation_id_shop_score_delivery_max
0,item_category_1_item_collected_level_min
0,user_star_level_shop_review_positive_rate_median
0,user_gender_id_item_pv_level_std
0,user_star_level_shop_score_service_max
0,user_gender_id_item_collected_level_std
0,user_star_level_shop_score_service_mean
0,user_age_level_user_id_cnt
0,user_occupation_id_shop_score_description_std
0,user_occupation_id_shop_score_description_mean
0,user_occupation_id_shop_score_delivery_min
0,user_id_item_category_1_1
0,item_category_1_item_price_level_median
0,user_gender_id_item_collected_level_min
0,user_star_level_shop_review_positive_rate_max
0,user_gender_id_item_collected_level_mean
0,user_gender_id_item_collected_level_skew
0,user_gender_id_item_collected_level_median
0,user_gender_id_item_collected_level_max
0,user_gender_id_item_sales_level_max
0,user_star_level_shop_score_service_median
0,user_star_level_shop_star_level_max
0,shop_review_num_level
0,user_id_item_id_1
0,user_star_level_shop_star_level_median
0,user_gender_id_item_sales_level_std
0,user_gender_id_item_pv_level_min
0,user_star_level_shop_review_num_level_median
0,user_gender_id_item_pv_level_skew
0,user_occupation_id_shop_score_delivery_skew
0,user_occupation_id_shop_score_description_max
0,user_gender_id_item_sales_level_median
0,user_gender_id_item_sales_level_min
0,user_gender_id_shop_star_level_std
0,user_gender_id_shop_star_level_min
0,user_gender_id_shop_star_level_mean
0,item_category_1_context_page_id_min
0,item_category_1_user_star_level_min
0,item_category_1_user_star_level_max
0,item_category_1_user_star_level_median
0,user_gender_id_shop_review_positive_rate_std
0,user_gender_id_shop_review_positive_rate_mean
0,user_gender_id_shop_review_positive_rate_min
0,user_gender_id_shop_review_positive_rate_median
0,item_category_1_item_pv_level_max
0,user_gender_id_shop_review_positive_rate_max
0,user_star_level_item_pv_level_min
0,user_gender_id_shop_review_num_level_median
0,user_gender_id_shop_review_num_level_skew
0,user_gender_id_shop_review_num_level_max
0,user_gender_id_shop_review_num_level_min
0,item_category_1_user_age_level_max
0,user_gender_id_shop_review_num_level_mean
0,user_occupation_id_shop_score_description_min
0,item_category_1_user_age_level_min
0,user_star_level_item_pv_level_max
0,user_gender_id_item_pv_level_max
0,user_gender_id_item_pv_level_median
0,item_category_1_item_sales_level_min
0,user_age_level_context_page_id_min
0,item_pv_level_shop_star_level_mean
0,user_occupation_id_user_id_cnt
0,user_gender_id_shop_score_description_median
0,shop_review_num_level_user_star_level_median
0,item_city_id_shop_review_positive_rate_max
0,shop_review_num_level_user_star_level_min
0,shop_review_num_level_user_star_level_max
0,shop_review_num_level_context_page_id_min
0,shop_review_num_level_context_page_id_max
0,shop_review_num_level_context_page_id_median
0,user_gender_id_shop_score_description_max
0,item_city_id_context_page_id_median
0,user_gender_id_shop_score_description_mean
0,item_city_id_context_page_id_min
0,user_gender_id_context_page_id_max
0,item_city_id_user_star_level_min
0,shop_review_num_level_item_category_1_cnt
0,user_gender_id_context_page_id_std
0,item_city_id_user_star_level_median
0,user_gender_id_context_page_id_skew
0,item_city_id_user_age_level_max
0,item_city_id_user_age_level_min
0,shop_star_level_user_occupation_id_cnt
0,shop_review_num_level_user_age_level_median
0,shop_review_num_level_user_age_level_max
0,shop_review_num_level_user_age_level_min
0,item_price_level_user_age_level_median
0,item_price_level_shop_review_positive_rate_max
0,item_price_level_shop_review_num_level_median
0,item_price_level_context_page_id_max
0,item_price_level_context_page_id_min
0,item_price_level_context_page_id_median
0,item_price_level_user_star_level_max
0,item_price_level_user_star_level_median
0,item_price_level_user_star_level_min
0,user_occupation_id_item_price_level_min
0,item_price_level_user_age_level_min
0,user_occupation_id_item_category_1_cnt
0,shop_review_num_level_user_occupation_id_cnt
0,item_price_level_user_age_level_max
0,item_price_level_user_occupation_id_cnt
0,shop_review_num_level_item_price_level_median
0,shop_review_num_level_item_sales_level_min
0,user_occupation_id_item_price_level_median
0,user_gender_id_shop_score_description_skew
0,item_city_id_shop_score_delivery_max
0,shop_review_num_level_item_collected_level_min
0,user_gender_id_context_page_id_mean
0,item_city_id_user_occupation_id_cnt
0,user_gender_id_context_page_id_median
0,user_occupation_id_item_city_id_cnt
0,user_age_level_shop_review_positive_rate_median
0,user_age_level_shop_review_positive_rate_std
0,shop_star_level_context_page_id_median
0,item_id_item_category_1_cnt
0,user_age_level_shop_star_level_median
0,user_age_level_shop_star_level_max
0,user_occupation_id_shop_id_cnt
0,user_age_level_shop_score_service_max
0,user_age_level_shop_score_service_min
0,user_age_level_shop_score_delivery_max
0,user_age_level_shop_review_positive_rate_max
0,user_age_level_item_property_cnt
0,user_age_level_item_category_1_cnt
0,item_id_shop_review_num_level_median
0,user_age_level_context_page_id_mean
0,item_id_context_page_id_min
0,user_age_level_context_page_id_max
0,user_age_level_context_page_id_median
0,user_age_level_shop_score_description_max
0,item_id_shop_id_cnt
0,shop_star_level_context_page_id_min
0,shop_star_level_context_page_id_max
0,shop_star_level_item_price_level_median
0,user_age_level_item_collected_level_median
0,user_gender_id_context_page_id_min
0,user_gender_id_item_category_1_cnt
0,user_gender_id_item_property_cnt
0,user_age_level_item_price_level_median
0,user_occupation_id_item_price_level_skew
0,user_age_level_item_sales_level_min
0,user_age_level_item_sales_level_max
0,shop_star_level_item_collected_level_min
0,user_age_level_item_collected_level_max
0,user_age_level_item_collected_level_min
0,user_age_level_shop_review_num_level_median
0,shop_star_level_user_age_level_median
0,shop_star_level_user_age_level_min
0,shop_star_level_user_age_level_max
0,user_age_level_item_pv_level_min
0,user_age_level_item_pv_level_max
0,shop_star_level_user_star_level_median
0,shop_star_level_user_star_level_min
0,shop_star_level_user_star_level_max
0,item_brand_id_context_page_id_min
0,item_price_level_shop_star_level_min
0,item_price_level_shop_star_level_max
0,item_price_level_shop_score_service_max
0,user_gender_id_shop_score_delivery_min
0,item_collected_level_shop_score_delivery_max
0,user_id_1
0,user_id_rate
0,user_occupation_id_shop_star_level_max
0,item_collected_level_shop_score_service_max
0,item_collected_level_shop_star_level_min
0,item_collected_level_shop_star_level_median
0,user_occupation_id_shop_star_level_median
0,item_collected_level_shop_review_positive_rate_max
0,user_occupation_id_shop_review_positive_rate_std
0,item_collected_level_shop_score_description_std
0,user_occupation_id_shop_review_positive_rate_skew
0,item_collected_level_shop_review_num_level_median
0,item_collected_level_shop_review_num_level_min
0,item_collected_level_context_page_id_max
0,user_occupation_id_shop_review_positive_rate_min
0,item_collected_level_context_page_id_median
0,item_collected_level_context_page_id_min
0,user_occupation_id_shop_review_positive_rate_median
0,user_occupation_id_shop_review_positive_rate_max
0,user_occupation_id_shop_star_level_skew
0,user_gender_id_shop_score_delivery_std
0,item_collected_level_user_star_level_max
0,item_pv_level_user_star_level_min
0,item_pv_level_shop_review_positive_rate_max
0,item_pv_level_shop_review_num_level_mean
0,item_pv_level_shop_review_num_level_median
0,user_occupation_id_shop_score_delivery_mean
0,item_pv_level_context_page_id_min
0,item_pv_level_context_page_id_mean
0,item_pv_level_context_page_id_max
0,item_pv_level_context_page_id_median
0,user_occupation_id_shop_score_service_median
0,item_pv_level_user_star_level_median
0,user_occupation_id_shop_star_level_std
0,item_pv_level_user_star_level_max
0,user_occupation_id_shop_score_service_max
0,item_pv_level_user_age_level_max
0,item_pv_level_user_age_level_median
0,item_pv_level_user_age_level_min
0,user_occupation_id_shop_score_service_min
0,item_pv_level_user_occupation_id_cnt
0,user_occupation_id_shop_score_service_mean
0,item_collected_level_shop_score_description_max
0,item_collected_level_user_star_level_min
0,user_occupation_id_shop_review_num_level_min
0,shop_id_context_page_id_min
0,item_sales_level_user_age_level_max
0,user_gender_id_shop_score_description_min
0,item_sales_level_context_page_id_median
0,item_sales_level_context_page_id_min
0,user_occupation_id_item_sales_level_max
0,item_sales_level_context_page_id_max
0,item_sales_level_user_star_level_min
0,item_sales_level_user_star_level_median
0,user_occupation_id_item_sales_level_median
0,item_sales_level_user_age_level_min
0,user_occupation_id_item_sales_level_mean
0,user_occupation_id_item_collected_level_min
0,item_sales_level_user_age_level_median
0,user_gender_id_shop_score_description_std
0,user_occupation_id_item_sales_level_min
0,item_sales_level_user_occupation_id_cnt
0,item_price_level_item_category_1_cnt
0,item_price_level_shop_score_description_max
0,item_price_level_shop_score_description_mean
0,item_price_level_shop_score_delivery_min
0,item_price_level_shop_score_delivery_max
0,item_sales_level_shop_review_num_level_median
0,user_gender_id_shop_score_delivery_median
0,user_gender_id_shop_score_delivery_mean
0,user_occupation_id_item_pv_level_median
0,item_collected_level_user_age_level_max
0,item_collected_level_user_age_level_median
0,user_occupation_id_shop_review_num_level_median
0,item_collected_level_user_age_level_min
0,item_collected_level_user_occupation_id_cnt
0,item_sales_level_item_category_1_cnt
0,user_occupation_id_shop_review_num_level_max
0,user_occupation_id_shop_review_num_level_skew
0,item_sales_level_shop_score_description_max
0,user_occupation_id_item_pv_level_max
0,item_sales_level_shop_review_positive_rate_max
0,item_sales_level_shop_score_delivery_min
0,item_sales_level_shop_score_delivery_max
0,user_occupation_id_item_pv_level_min
0,user_gender_id_shop_score_delivery_skew
0,item_sales_level_shop_score_service_max
0,item_sales_level_shop_star_level_mean
0,user_occupation_id_item_collected_level_max
0,item_sales_level_shop_star_level_median
0,user_occupation_id_item_collected_level_median
0,user_occupation_id_item_property_cnt
